Product_name,Review,Rating
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2XCU/HL)",The working of fridge is very good it is enough for small family. The egg tray is useless and it is very good product. The horizontal handle is not that much convinient apart from this it is ver good good cooling,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2XCU/HL)",It's been 5 days we have been using this refrigerator. The fridge is running very smoothly without making any noise. I am pretty much satisfied with product i have chosen. Kudos to Flipkart for offering this fridge on a decent price and Samsung as well for awesome design.,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2XCU/HL)",I have ordered the product on 9th Jan and is delivered on 12th.Decent and smooth delivery.After 5 hours I have put the unit on power.Amazing.No unwanted sounds.But whenever you put some additional items it makes little sounds which is acceptable.Next day I put the unit on my 1Kv solar system with battery backup.Again amazing.Excellent for small families.6 days completed.So far I am very happy and that is why I am giving 5*.Finally thank you Flipcart and your delivery partner.,5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",Immersive look and great deal to buy the refrigerator of samsung thank you flipkart for giving the such a great deal by you thank you 🙏🙏🙏,5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)","It is more than our expectations. Colour is very enchantic, spacious inside, racks are also good,** constructing material of racks needed to be more strong.**very modest delivery persons and fastest delivery as well. Thank you flipcart giving the best deal...",5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",The refrigerator is beautiful and cooling is very good as well...the product has a good space inside to store big items as well. Overall worth the money.,4
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)","Loved this one! Just received one day back. Performance is as usual. Its new so can't review on the performance yet. But lookwise, its great! It has a glossy finishing on the door which is cool. I bought this for my baking items. So its tiny size is perfect for my need. Recommended!",5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",Good products,5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)","Nice body fridge, osm color i like performance great everything is good",4
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",Nice to have a refrigerator like this for a small family and value for money in this range. Over all good to have this refrigerator,5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",Mind blowing 👌👌👌👌👌,5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)","Very good performanceRight Size for small family, fit well in limited space.Freezer door material is plastic, the quality could been improved.",5
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator  (Gray Silver, RR19A241BGS/NL)",Worth buy. Sophisticated design. Usable for small family 3-4 person. Great ergonomic with low price. Easy instructions to use product.,5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)",I am using this from last 10 days and its having a wonderful performance. Best thing is that its having no noise while compressor is working... awesome product and awesome service..thanks to Flipkart and delivery boys are decent n polite. Ekart service is superb.,5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)","Received this product today, after you see the product trust me you will be thinking that you have best decision to buy this fridge.1) The capacity of the fridge is way more than enough for a family with up to 4 members.2) The top of the fridge is matt finish. So very less risk of the top and sides getting scratched.3) The refrigerator does not make much of noise, that's the perk of buying a 5 star fridge.Later I will update about the power consumption of the fridge and any issues if I c...",5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)","Best product, affordable price , good service  It saves electricity ,we are happy with this product",5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)",I am very happy with this product and thank u flipcart for giving me in best price..,5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)","Design wise most beautiful but lock quality & chiller tray, vegetable box quality is cheap according to price. Led light is beautiful. l strongly belive in samsung technology. So from my sight awesome product (Blived in closed eyes). Also belive in omniTech retail too. Thanks both of you",5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)","Excellent , low noice",5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)","Brought this few days back. Now start giving problems. Automatically getting defrost any random time.Ice cream, ice melt every days. Always you can see the water droplets on glass.",1
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)",The working of fridge is very good it is enough for small family. The egg tray is useless and it is very good product. The horizontal handle is not that much convinient apart from this it is ver good good cooling,5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)",It's been 5 days we have been using this refrigerator. The fridge is running very smoothly without making any noise. I am pretty much satisfied with product i have chosen. Kudos to Flipkart for offering this fridge on a decent price and Samsung as well for awesome design.,5
"SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  (Camellia Blue, RR21T2H2WCU/HL)",I have ordered the product on 9th Jan and is delivered on 12th.Decent and smooth delivery.After 5 hours I have put the unit on power.Amazing.No unwanted sounds.But whenever you put some additional items it makes little sounds which is acceptable.Next day I put the unit on my 1Kv solar system with battery backup.Again amazing.Excellent for small families.6 days completed.So far I am very happy and that is why I am giving 5*.Finally thank you Flipcart and your delivery partner.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)","Writing this review after almost one month of usage of this product. We are family of 4 members and I was looking for fridge that will help our need. This fridge is good enough to do so. this is very nice designed fridge. As it's claim for fastest ice making 🧊 yes if compare to other brands it does fulfill its claim. Less noise till now and hoping it continues to be silent. Overall a good buy and satisfied with this product. And yes, thank you flipkart for timely delivery.",5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)","After 10 days of using, I am giving this feedback.  Superb  cooling in less time.  Amazing looking as good 3d printing. Lower drawers  is extra features for keeping patato and onion. But power cords is little less. Compressor noises is absolutely  zero. I am suggesting to all customers to purchase it. Value for money. Also the lg care person came for installation. Provide all information and good behavior.",5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",A very nice and value for money product. The inner space is enough and the space utilisation is quite practical. This makes very less noise. The quality is top notch. The reliability of LG brand is unquestionable in electronics.The delivery was very good.. The delivery person helped to bring the product to second floor. His behaviour was nice and supportive. Liked the overall experience about the product and delivery.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Very nice LG👍👍,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Best refrigerator & Value for money because I am purchased this refrigerator in Big Billion Days So Nice Offers,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",My refrigerator is really Awesome performance and very good cooling.. I got this refrigerator very good thanks flipkart and seller....,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Very good,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Thank u flipkart for this refrigerator at this price I m very happy n it's just a day so I don't about the performance of refrigerator..let me use 1st after that I will write review about it ..good for small family 💕👪,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Good,4
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Scarlet Charm, GL-D201ASCY)",Very good refrigerator 🙂 performance good but  little bit noise coming other wise very good  looking good,4
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Delivered on time. Great Fridge at a gr8 price!!!! Thank u flipkart. Colour is amazing i love it...,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)","Adequate for 3 people and delivery was fast and installation done next day.best value for money product ,cooling was good being used for a week as of now",5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Very nice...  I'm very happy to see this item..  Very good product.. Wroth amount,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)","Refrigerator performance is very good with awesome design, I would like to give 7 stars to flipkart as I received refrigerator from Ekart with dent on door but flipkart gave support above my expectations and good the door replaced within 3 days.Applaud to flipkart service and samsung team",5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Good,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",One of the best refrigerator in this price range. The quality of the product is very good. The color and space is also very good. Good for 4-5 people family.I have not faced any issue in last 15 days. One thing I like the most is this fridge has almost zero noise. I gave five start for this fantastic machine.,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Very good,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Very nice & good product,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Very well liked and very beautiful,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  (Camellia Purple, RR24T285YCR/NL)",Thanks flipcart for this wonderful delivery. Looking wise so cute. I recommend this refrigerator for all,5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)",This model doesnot comes with cool pack and fresh room. The reviews and photos posted for this model are actually for another model. Flipkart shows same reviews and photos under all the Samsung refrigerator models which is alot confusing as we don't know if that particular model is worth buying. It's like their one model got good reviews so they are using those positive reviews and ratings for all the models to sell their products.,3
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)","First of all thanks to Flipkart for their two day safe delivery. I received the product with not even a single scratch. Coming to the product , it's spacious and suitable for a family with 5-6 members. Two separate motors for freezer and refrigerator made me impressed. Samsung's unique 5in1 convertible technology is pretty useful. There are two side racks in the freezer also in which we can keep small items such as Chocolates , nail polishes etc.. Freezer space is also huge.Deodorizing filt...",5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)","A must buy, if you need a bigger sized fridge. Optimal space design. Bottle holder at door are sufficiently wide and tall to hold 2.25L cold drink bottle, juice cartoon, milk cartoon, etc. The ice tray and storage box comes as a independent unit, which upon need can be removes from the freezer to increase the storage space. Similarly a tray halves the freezer into two, which is also removable.Led lighting inside the fridge, tempered glass shelves. I definitely recommend this product.Flipka...",5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)",Product is excellent..Go for it.. Premium look provide.. Excellent cooling I got at 25990 value for money.,5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)",I definitely recomend this product..... Samsung is the best refrigerator that I used.. Wonderful performance and design... Low power conception... The delivery guys are so coperative and safe delivary... Installation and demo was in the next day of delivary..... Thanks flipkart,5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)",Cooling issue within one week of useFreezer looks fine but refrigeration is worstcalled customertomer care many times but still after 48 hours issue did not got resolved,1
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)","Got my 253 ltr refrigerator exactly within 3 days safe and swift delivery by Ekart. Demonstration done next day nicely by Samsung Service engineer. Wonderful, premium look and very silent refrigerator with 3 in 1 convertible inverter technology. Really love it thanks  Flipkart.",5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)","I found everything perfect except the fact that the above freezer doesn't have a light. I just failed to digest this that they did not placed a light, so, during night time it's almost impossible to take anything from top freezer like ice cream and all without turning on the kitchen light.",4
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)",Flipkart was very prompt on delivey .Samsung 324 L frost free  refrigerator is a  good product..The service Engineer  from Samsung  was very kind enough to answer all our queries. .His demo is very helpful.thank you Flipkart.,5
"SAMSUNG 253 L Frost Free Double Door 3 Star Convertible Refrigerator  (Elegant Inox, RT28T3743S8/HL)","The best in the lot for refrigerators is Samsung right now! Very dependable performance. For the design, I would say that I'm a bit disappointed with the third tray, as its too narrow...  Overall, a very good refrigerator. Packing was absolutely top class. The courier partners unfortunately, delayed the delivery, which led to a minor hiccup. Eyes closed, u can trust brand Samsung in refrigerators.",4
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",verry good and verry comfortable design and style fast Colling and smart compresser with 10 year warranty.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",Best refrigerator on performance on .ice making time so fast 108  min it's time for company . Built quantity is best . Best service on Flipkart .  People try to buy is best refrigerator.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",Superb product 👌👌 very fast delivery and delivery men is very helpful thank you Flipkart again,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)","I am using it for a month. After switching it on there was no sound of compressor. My first thought was..is it working properly?So I did an ice test. It converted water to ice within an hour. (Note - There was nothing else inside except a water bottle.) I don't know the exact time, but when I checked after 55 mins, ice was formed.So far it's working perfectly fine without any noticeable sound.",5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",very good product. I'm very happy with the purchase. writing this review after using 1month. Flipkart customer care is very helpful. LG gave free demo & installation. thanks to both.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",look like small but have more space. good energy saving as it is 5 star rating refrigerator and Lg brand. Good packaging. ice tray and eggs tray both had been attached. No issues. I am happy with this product. Thank you Flipkart.,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",Its is nice refrigerator and i definitely recommend it if u are looking for 180-200L range refrigerator. The best Thing about its is The energy efficiency and Not much heat dissipation from the back. There is No stand comes with it so think of it if you are going to place it in wet area.Happy Shopping...,5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)","Excellent product from LG this refrigerator is a good product which I had purchased and I am happy with it.it has a beautiful design and a classic look.all over from outside it is good.from  inside it is also excellent it is good for a 4 member family and the best feature of it is the ""Fastest Ice Making""This feature is just awesome it just make ice cubes in just 3to 4 hrs😯😯😳😳.But I got it before 3 days ago and still the installation is not done i had to do it by my own.Not excepted thi...",5
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",fridge's good but delivery service is bad,4
"LG 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Blue Plumeria, GL-D201ABPY)",noise every 20 min like open close door 😠,4
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Nice beautiful nice and super design nice looking value for money super finishing back and supercooling,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)","Color is same as shown.. and trust me everyone loved the design and colour. The leather-texture finish on the sides also look very premium.Delivery is also satisfactory as i didn't find any dent or scratch on the body. I bought this fridge after reviewing many models so i hope it works as expected.So far the performance and real rating is concerned, i will update this comment after two months of usage.Thanks.",5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)","Super product. Color, look, design, performance is good.. we liked it so much. But it has narrow glass shelves and only one ice tray which is also very small.. base drawer is not a easy going one, cannot draw it smoothly. Apart from these 3 things, remaining options are the best.",5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Best performance and best in this rate but heating both sideOverall best designed and good quality,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",I am very happy with the product its looking awesome The delivery is super fast Promise date is 28th May and they delivered on 25th My family was so happy as its gift from my side to my parentsThanks you very much Flipkart for the great service,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)","Just go for it without thinking. Best in the service and received the product as it is shown in the pic. Thanks to the delivery team for taking good care. Lastly, loved this product so much, thank you Flipkart.",5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Awesome product. Nice and beautiful design. Not make noise. Good performance. Thank you flipcart.,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Supar,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Good product. Fast delivery,5
"SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  (Camellia Purple, RR21T2H2XCR/HL)",Excellent product.,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Value for money good product,4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Good...,4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Quite Good . Good 4 bachelor 👏.,4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",It is best parchase thanks Flipkart..🙂,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Good,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Awesome product,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Good,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",So nice,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Super product fast delivery,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Wine, WDE 205 CLS PLUS 2S WINE BLOOM)",Good for small fimly 💥  Value for money and good to good,3
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Same day installation and demo on the delivery.The technician was available in our locality so luckily got it done.First day review. The cooling is amazingly fast.Spacious indeed. More than satisfactory for a family of four. Should check how the power consumption so far is. The blast freeze option is amazing. Ice cubes formed within 30mins.Will update the review after a month of usage.I'd say go for it.Because it's the only five star rated tripe door fridge in this price segment.UPD...,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))","This fridge is really the best at low prices from United States Brand's - Whirlpool. I believe it's really hard to get a good brand of another brand at this price. Its design and its quality are really stunning and superb. It can not be compared to other brands. Simply Awesome!My Thought About Refrigerator: On a very local scale, a refrigerator is the center of the universe. On the inside is food essential to life, and on the outside of the door is a summary of the life events of the hous...",5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Installed 3 days back. Till now performance wise is great. I have purchased 240l capacity being small family. Cooling is very good at Normal level. All 3 compartments cooling is equally good. Will update my review after long use. Overall till now a great appliance if you are not looking for big brands. Value for money. And great service of installation by Flipkart and Whirlpool.,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",This Refrigerator is Excellent. I bought this in Republic Day Sale in Offer. It's design is awesome and cooling features are mind-blowing. Space for foods and drinks are enough. I made Icecream to test its freezing point. Result is 10/10. I loved it's Steel Color. I got 10 years compressor warranty. Electric consumption is as low as an CFL light. Excellent product. Thanks Whirlpool.,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Awesome triple door fridge in this price range. Cooling is superb it has different set of controls for different compartment. Vegetable compartment is spacious. Looks promising for long run.,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Quite Happy with the delivery ! This fridge looks awesome !Waiting for the installation to be done.. i will update once the installation is completed..Update (20-02- 2017) - Installation is done.. whirlpool guys were awesome..And This does not make huge noise..a little which is normal.I will update you once i get to know about power consumption..Update (15-03-2017) -After using this for almost a month..i can say that this does not use too much units.. just 1-2 unit/day (its normal)...,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Amazing product..value for money..go for it .,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Good design,4
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))",Appreciate this product.......,5
"Whirlpool 240 L Frost Free Triple Door Refrigerator  (Magnum Steel, FP 263D PROTTON ROY MAGNUM STEEL(N))","thank you flipkart, beautiful and worthy product.... awesome. worth for every penny",5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",Satisfied with the product for the money ..it is suitable for small family..back is open .you can see all the wires .And we have to defrost manually ..only disappointment was nobody called me for installation  ..we only opened and on for the first time .put the legs ..and one leg did not fit properly making refrigirator to move ..somehow we adjusted the legs..otherwise everything is gud.,4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",The product is good and I am so excited.Thank you Flipkart for providing me the Excellent Refrigerator with affordable Prize.I am very Thankful to delivery Guys also.,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",Great product at this price range. Original product and great quality meet the expectations. For storage it is for couples only not more than that. If you are more than 5 members better go for 245 ltr. For me it's more than enough and happy with the purchase.,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",very good refrigerator,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)","Review after first couple days:Looks: The color and texture feels pretty elegant.Capacity: Storage has been enough for 4 people‘s stock of ~5 days of fruits, veggies, dairy, snacks & desert.Cooling: Decent speed of cooling till now.Overall Value for Money ✌🏻",5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)","The price is decent for small family and  budget range. The shelfs are of perforated plastic coated wires and different as compared to the other variant with tempered acrylic sheet. No installation support was provided. However, delivery was smooth. Happy with the service.",4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",Thank you flipkart amazing product.I am happy & fast coriour service,5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",good,4
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)","Best product at this range. using it for last one and half month. fast cooling, low electricity consumption. best for 2-3 member small family.",5
"Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator  (Solid Blue / Blue, WDE 205 CLS 2S BLUE)",Average Quality...Color Good..small discoloration present at side,3
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Awesome product. Early delivery by flipkart but the delivery guy was very rude he was not ready for open box delivery apart from good experience. Worth every penny design and look wise quite impressive. Well done Samsung. Operation is very smooth and silent build quality is also very good. You can go for it without second thought you will not regret 🙂,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)","Wow mind blowing refrigerator,  Flipkart  providing us awesome products, no violence no vibrate looking cool back side some heating but it's common great build quality, nice color and reasonable price thanks flipkart for very fast delivery before the date. If anybody need don't waist time go for it, I purchased 230LI give  5 out of 5",5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)","This is very god product from a reputed brand.Digital include stabilizer,nice looking and I feel happy with good quality then thanku flipkart provide me best product...Flipkart is good plate form of best products...",4
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Excellent looks with updated technology. Interior is also good with decent material. Huge space as single door refrigerator. Out side looks like double door refrigerator.,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Nice product in a genuine price. Performance of the product is very good. Cooling is also very good. The design of the product is very nice. It is a 3 star rating product. Everyone should buy this. Thank you Flipkart. Once again I build a confidence in Flipkart. Very cool.,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Delivery executive is such a nice person and very good behaviour and flipkart service is great too fast....                        Refrigerator looking good and design also nice my all family member like it...price is reasonable...just today I installed this fridze so I will give a second review about this fridze in details all the pros and cons after uses 15 days...I hope it's a great deel with samsung.thankyou,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Good,4
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Very nice refrigerator and nice colour I am happy.😊😊😊,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Super fridge I like it very much,5
"SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator  (Elegant Inox, RR24A2Y2YS8/NL)",Not bad,4
