Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM)
2004-06-11,384.55,384.85,210.828,211.363,320.032,320.228
2004-06-14,382.9,385.1,211.687,212.153,319.403,319.082
2004-06-15,382.3,386.5,210.75,211.932,317.499,318.868
2004-06-16,387.75,385.25,211.885,210.393,320.455,319.763
2004-06-17,386.0,386.1,210.618,210.845,320.59,321.429
2004-06-18,388.7,395.1,212.254,214.962,323.62,326.125
2004-06-21,393.85,395.25,214.972,216.137,325.63,327.112
2004-06-22,394.6,395.75,216.754,217.206,326.548,327.039
2004-06-23,395.25,393.9,217.745,216.738,326.222,326.211
2004-06-24,396.75,400.0,218.294,219.66,327.46,328.65
2004-06-25,401.15,401.5,220.243,220.386,330.654,330.317
2004-06-28,401.7,404.25,220.037,220.648,330.536,331.0
2004-06-29,396.75,394.4,217.851,217.961,326.248,325.386
2004-06-30,393.75,395.8,217.626,217.964,324.689,324.932
2004-07-01,394.5,394.8,217.188,217.365,324.424,324.378
2004-07-02,394.7,397.75,216.964,217.373,324.93,323.374
2004-07-05,398.4,398.25,217.467,217.433,324.192,324.123
2004-07-06,398.4,394.5,217.349,214.123,324.14,321.123
2004-07-07,397.35,399.65,214.436,215.596,321.273,322.949
2004-07-08,402.2,405.35,217.405,218.4,325.615,327.159
2004-07-09,406.6,406.5,219.594,219.516,328.274,328.379
2004-07-12,408.55,406.35,219.05,218.139,328.601,327.834
2004-07-13,404.25,400.9,217.549,216.014,326.693,325.406
2004-07-14,403.3,403.8,217.131,217.295,326.057,325.514
2004-07-15,403.9,403.15,218.313,217.601,327.045,325.857
2004-07-16,403.7,406.3,217.511,216.809,326.512,326.241
2004-07-19,406.95,406.35,217.679,217.183,327.552,327.069
2004-07-20,405.5,400.0,217.835,216.041,326.227,323.625
2004-07-21,401.1,398.5,216.577,216.458,325.067,324.696
2004-07-22,395.0,397.75,214.557,215.443,322.265,324.112
2004-07-23,392.85,391.5,213.854,213.084,322.008,321.613
2004-07-26,391.65,390.75,213.004,212.399,322.319,321.87
2004-07-27,392.25,389.85,212.798,212.603,322.124,321.765
2004-07-28,386.2,387.3,212.642,212.954,321.485,322.052
2004-07-29,388.75,387.3,213.893,213.86,323.392,321.892
2004-07-30,389.6,391.4,214.526,214.878,323.427,323.792
2004-08-02,393.25,391.5,214.68,214.11,325.592,324.6
2004-08-03,390.6,390.95,214.615,214.537,324.958,324.117
2004-08-04,392.7,391.5,215.864,215.11,327.032,325.951
2004-08-05,391.8,390.85,214.803,214.576,324.876,324.68
2004-08-06,392.25,399.0,214.873,216.471,325.249,325.847
2004-08-09,398.6,399.0,216.278,216.824,324.99,325.289
2004-08-10,399.05,399.5,217.324,217.309,325.171,324.48
2004-08-11,396.25,393.85,216.921,215.537,324.104,322.669
2004-08-12,396.25,394.15,216.4,215.902,323.206,322.334
2004-08-13,392.75,396.75,216.129,215.918,321.926,322.037
2004-08-16,399.3,401.65,216.658,217.874,323.529,325.381
2004-08-17,401.45,401.3,218.512,219.074,325.219,325.255
2004-08-18,403.2,402.45,220.569,221.005,326.901,327.169
2004-08-19,406.3,406.5,222.386,222.192,328.509,329.097
2004-08-20,405.8,410.55,221.773,225.45,328.503,333.401
2004-08-23,409.95,410.6,225.83,225.915,334.326,335.649
2004-08-24,406.9,406.2,225.055,226.069,334.484,335.315
2004-08-25,405.5,406.0,225.553,225.744,335.013,335.482
2004-08-26,405.95,406.05,226.055,226.464,336.413,336.468
2004-08-27,406.85,405.1,226.028,225.733,336.434,337.292
2004-08-31,408.1,407.25,227.417,227.222,337.831,335.849
2004-09-01,408.0,407.65,227.323,227.394,335.388,335.211
2004-09-02,407.8,406.1,227.085,227.163,334.784,334.129
2004-09-03,405.8,401.15,226.603,225.277,333.443,332.078
2004-09-06,401.6,401.6,225.783,225.821,333.029,332.671
2004-09-07,401.8,398.1,225.54,224.56,331.956,329.444
2004-09-08,398.1,396.3,224.092,223.519,329.689,329.153
2004-09-09,399.25,398.7,223.87,223.537,327.791,327.528
2004-09-10,400.65,401.35,223.702,223.158,327.864,326.619
2004-09-13,400.75,399.3,222.911,221.87,327.223,326.092
2004-09-14,403.5,405.25,224.591,225.201,329.657,330.143
2004-09-15,404.8,404.45,225.868,227.181,330.449,331.897
2004-09-16,404.4,403.4,226.567,225.805,333.004,332.701
2004-09-17,404.6,405.7,225.492,226.269,331.639,333.114
2004-09-20,404.15,404.3,226.237,226.816,332.524,333.086
2004-09-21,405.45,408.5,226.635,227.703,331.928,333.143
2004-09-22,407.5,405.35,227.146,226.187,331.409,331.087
2004-09-23,408.05,411.5,226.82,228.383,331.532,334.01
2004-09-24,409.45,407.85,227.576,225.893,333.211,331.316
2004-09-27,409.0,409.2,226.505,226.428,333.198,333.116
2004-09-28,410.3,411.7,226.372,227.007,333.523,333.982
2004-09-29,411.55,412.95,227.413,229.264,333.942,335.214
2004-09-30,412.35,415.65,229.338,230.022,334.537,335.121
2004-10-01,418.15,418.1,232.37,232.795,337.109,337.042
2004-10-04,416.85,412.55,232.423,231.315,336.876,335.871
2004-10-05,414.25,415.4,232.307,232.848,337.09,337.34
2004-10-06,417.95,418.45,234.935,235.124,340.628,340.73
2004-10-07,417.9,418.1,234.973,234.44,340.172,339.919
2004-10-08,418.05,421.75,233.874,235.115,339.106,339.984
2004-10-11,421.75,421.7,234.814,234.708,339.984,340.355
2004-10-12,418.2,414.7,233.932,232.039,339.669,336.826
2004-10-13,412.45,411.25,230.226,230.237,334.781,335.742
2004-10-14,414.65,415.35,230.297,231.251,335.504,335.772
2004-10-15,417.8,420.4,232.447,233.167,337.18,337.048
2004-10-18,418.5,419.1,232.075,232.317,335.552,334.932
2004-10-19,416.25,419.35,231.379,232.649,333.133,335.265
2004-10-20,421.7,423.6,233.306,233.904,335.428,336.297
2004-10-21,425.5,422.5,232.641,231.304,337.083,335.211
2004-10-22,422.4,422.8,231.642,231.671,334.654,334.971
2004-10-25,429.0,429.15,232.735,233.208,335.235,335.667
2004-10-26,427.15,427.5,232.501,232.274,333.946,334.246
2004-10-27,425.85,428.25,231.818,232.77,333.817,335.015
2004-10-28,423.85,424.2,231.675,231.677,333.189,332.836
2004-10-29,426.2,425.55,232.833,232.351,334.379,334.184
2004-11-01,428.1,428.85,233.526,233.961,335.765,336.221
2004-11-02,425.1,424.2,231.978,230.757,334.645,333.884
2004-11-03,422.2,423.5,229.332,229.266,332.049,331.248
2004-11-04,426.3,430.5,230.957,233.65,332.009,334.603
2004-11-05,428.75,431.0,232.953,233.541,333.528,333.979
2004-11-08,432.95,431.9,232.794,232.83,432.95,333.9
2004-11-09,432.3,433.65,233.146,233.774,335.064,335.642
2004-11-10,435.1,433.4,234.353,234.422,336.27,335.709
2004-11-11,433.35,433.8,234.954,235.313,336.4,336.149
2004-11-12,436.9,436.05,236.559,235.83,338.053,337.709
2004-11-15,439.5,437.6,236.953,236.209,339.173,337.654
2004-11-16,437.95,439.4,236.308,237.283,337.352,339.043
2004-11-17,444.5,443.45,238.914,238.696,340.874,340.435
2004-11-18,444.3,442.0,239.321,238.79,340.59,339.791
2004-11-19,443.7,445.6,239.088,240.022,341.386,341.718
2004-11-22,447.0,447.8,241.022,241.298,342.976,343.221
2004-11-23,447.0,448.15,239.858,239.588,343.002,342.491
2004-11-24,448.65,448.6,239.165,238.744,341.308,340.726
2004-11-25,451.7,451.15,239.476,238.944,342.327,341.216
2004-11-26,451.55,451.0,238.865,238.221,341.566,340.121
2004-11-29,450.4,451.25,238.597,238.693,339.668,340.232
2004-11-30,452.0,453.4,237.895,237.159,340.618,340.493
2004-12-01,451.1,452.85,235.07,235.271,339.3,340.248
2004-12-02,454.35,454.2,235.244,235.13,341.257,340.531
2004-12-03,449.15,448.65,233.519,232.052,338.317,336.118
2004-12-06,455.75,453.05,234.512,233.267,338.848,337.467
2004-12-07,453.75,451.8,233.027,232.383,337.511,336.536
2004-12-08,445.75,436.9,230.863,226.926,334.723,329.611
2004-12-09,437.35,437.1,228.095,227.938,328.7,328.671
2004-12-10,433.9,434.0,227.709,226.987,329.461,328.663
2004-12-13,436.95,435.1,227.982,226.934,328.979,327.882
2004-12-14,438.6,437.1,227.809,226.888,329.551,328.474
2004-12-15,437.8,439.0,226.452,226.137,328.014,327.563
2004-12-16,441.25,439.5,226.736,226.593,329.414,330.302
2004-12-17,439.2,438.9,226.544,226.529,330.151,330.298
2004-12-20,441.75,442.45,227.121,227.224,330.775,330.68
2004-12-21,441.85,440.95,228.346,228.543,329.936,329.436
2004-12-22,442.7,441.0,230.357,230.576,330.447,329.59
2004-12-23,442.4,441.1,230.441,229.68,328.971,327.056
2004-12-24,442.2,,229.297,,326.612,
2004-12-29,443.5,440.25,230.115,229.824,325.576,323.476
2004-12-30,435.15,435.6,226.464,226.851,319.728,320.247
2004-12-31,438.0,,226.943,,321.138,
2005-01-04,426.8,427.75,225.201,226.203,318.698,320.124
2005-01-05,425.5,426.0,227.079,226.187,321.812,321.655
2005-01-06,425.8,424.35,227.372,225.995,322.869,321.307
2005-01-07,423.15,422.2,224.685,224.467,319.6,320.455
2005-01-10,421.25,420.0,224.284,224.239,321.197,320.807
2005-01-11,422.55,421.35,224.928,224.469,320.965,320.394
2005-01-12,421.7,426.6,225.267,225.714,322.154,321.477
2005-01-13,424.65,423.6,225.016,225.104,321.048,320.763
2005-01-14,421.7,422.5,225.315,225.779,321.442,322.224
2005-01-17,422.85,422.25,226.135,227.138,322.712,322.821
2005-01-18,422.55,421.75,226.204,226.018,324.041,324.124
2005-01-19,424.1,424.95,225.645,226.423,324.161,325.732
2005-01-20,421.7,422.9,226.1,225.848,325.637,326.035
2005-01-21,423.3,423.3,227.044,226.364,325.54,325.415
2005-01-24,427.6,427.35,227.205,227.411,326.761,326.895
2005-01-25,426.2,424.5,226.811,226.945,326.14,326.237
2005-01-26,423.7,425.8,225.763,226.429,325.546,326.284
2005-01-27,426.3,424.5,226.466,225.378,326.867,325.987
2005-01-28,426.4,426.8,226.123,226.251,326.818,327.1
2005-01-31,423.8,422.15,225.186,223.762,326.377,324.058
2005-02-01,421.15,420.9,224.004,223.764,323.166,323.421
2005-02-02,421.9,421.6,223.808,223.471,322.677,322.941
2005-02-03,419.8,416.5,222.163,221.484,322.155,321.002
2005-02-04,416.5,415.9,220.978,220.625,321.101,320.861
2005-02-07,414.5,414.4,221.836,221.913,322.643,322.842
2005-02-08,411.5,411.1,221.857,221.725,322.922,322.558
2005-02-09,413.2,411.15,221.769,221.584,323.141,322.193
2005-02-10,413.5,415.5,222.312,222.478,323.224,322.844
2005-02-11,417.05,418.85,223.32,224.693,324.149,325.675
2005-02-14,422.8,424.2,224.238,224.706,325.757,327.492
2005-02-15,424.6,424.4,225.025,225.027,327.194,326.99
2005-02-16,424.15,423.1,224.572,225.269,325.918,325.462
2005-02-17,426.6,426.25,225.714,225.613,326.571,326.603
2005-02-18,426.55,427.1,225.2,225.502,326.758,326.904
2005-02-21,427.1,427.15,225.169,225.421,327.029,327.243
2005-02-22,430.75,432.85,225.559,227.254,326.647,327.718
2005-02-23,433.25,432.6,226.987,226.658,327.996,327.355
2005-02-24,434.75,433.75,228.012,227.011,327.989,327.953
2005-02-25,432.4,434.25,226.411,226.916,327.824,329.152
2005-02-28,436.55,435.45,226.909,226.514,329.124,328.741
2005-03-01,434.65,433.45,226.192,225.802,329.156,328.496
2005-03-02,429.15,431.75,224.662,225.929,327.221,329.178
2005-03-03,433.25,430.2,226.761,225.578,329.167,327.921
2005-03-04,429.65,433.45,225.242,225.638,327.427,327.949
2005-03-07,433.6,433.0,226.589,226.299,328.286,328.279
2005-03-08,434.85,437.25,226.543,226.613,328.61,328.389
2005-03-09,439.9,439.5,228.33,228.585,329.045,329.213
2005-03-10,440.2,440.9,228.379,229.158,328.36,328.414
2005-03-11,440.95,443.7,229.793,230.47,328.748,330.109
2005-03-14,442.75,441.95,230.599,230.759,330.263,330.158
2005-03-15,442.0,440.65,230.569,230.008,330.665,330.595
2005-03-16,441.2,443.0,229.481,229.796,330.314,330.68
2005-03-17,442.65,438.6,230.008,228.057,330.953,327.925
2005-03-18,436.65,437.15,227.718,228.229,327.791,329.055
2005-03-21,436.25,432.7,228.906,227.821,329.868,327.878
2005-03-22,430.65,432.15,226.825,227.411,326.819,327.386
2005-03-23,427.25,426.15,227.273,227.341,327.52,327.153
2005-03-24,424.9,425.15,227.389,227.134,327.35,327.29
2005-03-29,426.95,426.1,227.877,227.496,330.048,330.131
2005-03-30,426.5,426.45,226.645,226.594,328.963,328.899
2005-03-31,427.5,427.5,227.345,226.574,330.09,329.226
2005-04-01,427.45,427.15,226.572,225.528,329.67,328.451
2005-04-04,425.95,423.9,226.955,226.261,330.45,330.063
2005-04-05,423.7,424.6,226.034,226.116,330.551,330.582
2005-04-06,426.6,425.75,226.529,226.583,330.57,330.988
2005-04-07,426.4,428.0,227.038,227.817,330.287,331.218
2005-04-08,425.4,425.2,227.608,227.38,331.489,331.411
2005-04-11,428.1,429.0,226.556,226.96,330.248,330.916
2005-04-12,429.15,427.3,226.644,226.588,330.446,331.497
2005-04-13,428.85,427.5,226.426,226.334,331.286,332.168
2005-04-14,427.2,423.45,226.367,225.515,331.806,331.26
2005-04-15,423.65,424.6,225.023,224.739,330.023,329.607
2005-04-18,425.65,425.75,224.097,224.197,327.978,327.979
2005-04-19,426.9,427.45,223.754,223.608,328.284,328.782
2005-04-20,432.4,433.2,226.009,226.155,331.773,332.209
2005-04-21,433.4,434.0,226.603,227.285,331.092,331.754
2005-04-22,433.4,434.6,226.674,226.815,331.624,332.314
2005-04-25,433.0,432.9,226.761,226.863,333.719,333.822
2005-04-26,434.7,437.0,228.069,229.396,335.003,336.75
2005-04-27,434.1,434.35,228.402,227.587,336.043,334.759
2005-04-28,432.75,432.5,227.368,226.832,334.894,334.83
2005-04-29,433.2,435.7,226.462,227.996,334.259,336.812
2005-05-03,429.2,427.9,226.551,226.163,333.489,332.092
2005-05-04,429.2,428.8,225.871,225.447,331.429,330.864
2005-05-05,430.5,429.15,226.162,225.358,331.92,331.441
2005-05-06,429.7,425.15,226.48,224.638,331.815,330.856
2005-05-09,425.8,425.5,225.949,226.029,331.723,331.645
2005-05-10,426.9,427.4,226.99,227.123,332.166,332.142
2005-05-11,428.35,426.1,226.964,227.581,332.183,333.151
2005-05-12,426.25,424.25,228.283,227.785,333.659,333.871
2005-05-13,421.45,420.0,226.757,226.598,333.083,332.542
2005-05-16,419.9,419.25,227.959,228.225,332.462,331.816
2005-05-17,420.35,420.0,228.327,228.571,332.292,332.673
2005-05-18,419.4,419.75,228.868,228.834,332.461,332.502
2005-05-19,421.75,420.8,229.175,229.082,333.267,333.201
2005-05-20,420.7,418.0,228.977,228.853,332.964,332.935
2005-05-23,417.6,418.0,228.471,228.565,332.802,332.379
2005-05-24,418.25,418.3,228.465,228.367,332.631,332.037
2005-05-25,418.5,418.4,229.089,228.26,332.75,331.616
2005-05-26,418.75,418.0,229.101,229.23,333.294,333.679
2005-05-27,418.6,418.25,229.559,229.581,333.865,333.639
2005-05-31,416.9,414.45,229.129,227.283,336.617,335.859
2005-06-01,416.1,415.35,229.357,228.78,339.396,338.785
2005-06-02,417.2,420.4,229.559,231.753,339.656,343.24
2005-06-03,423.2,423.55,232.719,233.078,344.682,345.051
2005-06-06,424.8,425.85,233.278,234.177,346.069,346.783
2005-06-07,426.6,424.1,232.987,231.812,346.688,345.781
2005-06-08,424.9,424.55,231.427,230.922,345.026,344.462
2005-06-09,423.55,422.5,232.082,231.672,346.264,345.067
2005-06-10,422.75,422.55,231.745,232.234,345.779,347.692
2005-06-13,425.6,429.1,236.051,238.124,353.4,356.395
2005-06-14,426.95,426.85,235.78,236.09,351.834,354.291
2005-06-15,426.65,428.7,235.875,235.938,354.066,354.298
2005-06-16,431.3,433.0,237.004,237.716,356.446,358.088
2005-06-17,436.05,437.5,239.154,239.857,359.54,358.901
2005-06-20,440.5,439.35,241.04,241.07,360.327,361.605
2005-06-21,434.35,435.2,238.838,238.793,359.115,359.669
2005-06-22,437.5,437.0,240.477,239.846,360.231,360.383
2005-06-23,437.15,439.15,239.995,241.45,361.49,364.501
2005-06-24,442.95,440.55,243.513,241.795,367.289,364.694
2005-06-27,439.35,439.3,240.213,240.344,361.367,361.237
2005-06-28,437.5,437.0,240.319,240.44,361.57,361.665
2005-06-29,434.9,435.8,239.548,241.762,360.673,361.87
2005-06-30,436.8,437.1,243.316,243.809,362.159,361.748
2005-07-01,434.2,432.6,243.631,243.376,359.14,359.362
2005-07-04,427.6,427.4,242.844,242.772,358.785,359.009
2005-07-05,426.0,423.75,242.528,241.11,357.833,355.346
2005-07-06,423.85,423.5,241.648,241.311,356.027,355.464
2005-07-07,427.85,425.2,245.186,243.737,356.988,356.024
2005-07-08,423.75,424.4,243.885,243.349,355.793,354.109
2005-07-11,425.0,424.2,243.623,242.844,353.783,353.059
2005-07-12,426.95,426.25,241.419,240.615,350.562,349.528
2005-07-13,425.55,424.5,241.077,241.371,349.212,350.248
2005-07-14,422.5,424.3,239.648,240.697,349.491,349.996
2005-07-15,419.6,418.35,238.233,238.621,346.376,347.553
2005-07-18,421.6,420.9,241.107,240.624,349.122,349.15
2005-07-19,420.0,419.25,241.033,241.517,350.204,350.134
2005-07-20,420.65,422.15,242.17,243.216,347.99,350.158
2005-07-21,423.65,424.25,242.46,243.165,348.396,349.263
2005-07-22,426.35,425.0,242.727,243.777,350.156,350.487
2005-07-25,424.85,425.4,244.363,244.483,351.814,352.561
2005-07-26,424.5,423.25,244.415,243.725,353.691,352.792
2005-07-27,422.75,424.0,243.449,243.343,352.585,352.482
2005-07-28,425.3,426.4,243.823,243.769,352.536,353.478
2005-07-29,427.15,429.0,243.612,244.125,353.396,353.844
2005-08-01,431.35,431.65,244.28,243.87,353.276,353.175
2005-08-02,431.85,431.0,243.845,243.365,353.541,353.134
2005-08-03,433.6,434.6,243.186,244.157,352.034,352.989
2005-08-04,435.6,438.6,245.27,246.82,353.686,355.372
2005-08-05,437.5,438.25,246.091,246.846,353.592,354.83
2005-08-08,436.85,436.2,244.46,244.028,352.725,352.542
2005-08-09,434.7,433.3,243.502,242.936,351.244,351.22
2005-08-10,436.3,436.55,243.349,242.906,351.741,352.056
2005-08-11,437.8,440.75,242.844,243.778,352.865,354.301
2005-08-12,447.25,447.25,246.324,246.5,358.603,359.641
2005-08-15,442.6,443.5,244.328,245.244,357.166,358.761
2005-08-16,440.85,443.0,243.671,245.063,357.746,359.607
2005-08-17,444.25,442.0,245.904,244.32,361.473,359.583
2005-08-18,439.0,439.65,243.025,245.067,358.572,361.317
2005-08-19,439.25,439.65,244.558,244.999,360.721,361.257
2005-08-22,437.5,439.65,243.597,243.844,359.343,359.691
2005-08-23,439.85,439.35,244.633,244.11,359.501,359.387
2005-08-24,438.25,440.0,244.355,244.241,359.369,358.511
2005-08-25,439.0,438.85,243.348,243.467,356.766,357.079
2005-08-26,438.5,436.75,242.735,241.699,356.07,354.505
2005-08-30,436.15,430.65,243.932,241.261,357.061,353.455
2005-08-31,433.0,433.25,242.577,241.836,354.569,353.673
2005-09-01,435.5,439.6,240.861,241.937,352.118,354.088
2005-09-02,446.3,443.6,242.99,241.231,355.193,353.213
2005-09-05,445.6,446.05,241.126,241.565,355.06,355.56
2005-09-06,443.5,444.15,240.915,240.862,355.968,355.604
2005-09-07,444.5,445.05,241.445,242.046,356.17,357.901
2005-09-08,444.8,448.55,242.134,243.446,358.19,360.861
2005-09-09,446.7,448.25,243.234,243.747,359.952,361.404
2005-09-12,449.15,448.35,245.571,245.671,364.274,364.66
2005-09-13,448.7,445.4,246.2,244.457,364.945,362.999
2005-09-14,447.85,449.3,245.599,245.855,364.61,364.988
2005-09-15,449.1,454.8,248.163,251.897,367.272,372.634
2005-09-16,458.1,457.2,252.884,253.577,373.35,374.294
2005-09-19,461.95,464.5,256.354,257.398,380.519,382.588
2005-09-20,470.0,464.8,260.503,257.478,386.609,382.017
2005-09-21,467.0,469.1,258.082,258.885,382.16,383.565
2005-09-22,472.75,466.25,261.839,260.112,386.866,383.177
2005-09-23,464.5,462.65,260.078,259.916,383.251,383.306
2005-09-26,461.05,461.7,260.083,260.23,382.709,383.663
2005-09-27,465.65,464.1,263.362,262.604,387.074,386.106
2005-09-28,462.0,464.0,261.342,262.964,384.455,385.863
2005-09-29,472.5,472.4,267.523,268.135,391.596,392.914
2005-09-30,473.4,473.25,268.825,268.039,393.516,393.13
2005-10-03,465.0,466.1,264.987,265.735,389.61,390.86
2005-10-04,467.5,467.45,266.079,265.446,391.771,391.565
2005-10-05,465.25,463.5,263.598,263.203,388.842,387.866
2005-10-06,466.3,471.8,263.625,265.803,386.394,388.793
2005-10-07,472.0,472.7,266.367,268.397,388.254,389.856
2005-10-10,477.5,473.2,271.507,269.783,393.814,392.371
2005-10-11,475.5,475.5,271.172,272.259,394.934,396.25
2005-10-12,478.5,475.1,273.82,271.098,398.983,394.929
2005-10-13,471.25,469.5,269.594,268.823,393.364,393.711
2005-10-14,470.7,466.0,268.818,265.255,392.25,387.784
2005-10-17,472.35,474.5,268.152,270.216,391.732,394.627
2005-10-18,473.0,472.0,270.858,270.023,395.089,395.31
2005-10-19,468.4,465.9,266.819,265.017,391.639,389.386
2005-10-20,464.0,464.3,262.622,262.465,387.539,387.724
2005-10-21,463.15,462.85,260.489,260.467,384.676,384.587
2005-10-24,463.75,466.1,262.45,263.631,388.173,389.39
2005-10-25,467.0,472.25,262.802,264.714,388.519,390.451
2005-10-26,471.55,473.2,265.214,265.992,390.356,391.171
2005-10-27,473.25,474.4,265.081,265.399,390.309,390.453
2005-10-28,473.65,470.75,265.722,264.244,389.675,388.247
2005-10-31,472.65,470.75,265.788,265.436,391.98,392.292
2005-11-01,465.55,459.5,263.023,260.414,387.635,383.076
2005-11-02,461.65,460.8,261.425,260.265,384.228,382.915
2005-11-03,464.8,461.85,261.344,260.197,385.406,384.555
2005-11-04,461.35,460.5,261.329,261.841,386.39,387.072
2005-11-07,457.6,456.5,261.785,262.13,386.977,387.455
2005-11-08,457.15,461.6,263.355,265.135,389.495,392.184
2005-11-09,462.6,462.55,265.862,265.681,393.2,393.995
2005-11-10,467.0,467.0,266.933,267.867,396.266,397.955
2005-11-11,465.9,466.75,267.543,268.124,398.035,398.932
2005-11-14,469.75,467.5,268.967,268.987,399.957,399.402
2005-11-15,467.55,468.25,269.792,270.274,400.128,401.414
2005-11-16,470.65,475.75,272.178,277.163,402.334,408.194
2005-11-17,480.75,486.15,279.75,282.645,411.672,414.804
2005-11-18,487.9,485.85,284.855,282.767,417.615,413.419
2005-11-21,488.0,488.95,283.721,283.696,412.964,413.244
2005-11-22,493.0,492.6,287.883,288.239,421.116,421.206
2005-11-23,488.85,487.6,283.391,283.159,414.034,413.922
2005-11-24,492.75,493.4,285.239,286.112,417.231,418.49
2005-11-25,495.7,495.9,288.365,288.347,421.621,422.078
2005-11-28,497.3,496.0,290.853,289.821,424.789,422.307
2005-11-29,497.1,496.0,288.274,289.044,420.736,422.487
2005-11-30,493.8,495.65,286.294,286.934,419.114,420.863
2005-12-01,494.4,499.75,285.533,289.124,419.516,426.663
2005-12-02,504.75,502.5,292.033,290.799,431.042,430.333
2005-12-05,505.0,505.65,291.773,290.553,431.513,429.536
2005-12-06,508.25,504.25,293.311,290.55,432.002,428.238
2005-12-07,512.3,515.4,295.751,297.661,436.818,439.761
2005-12-08,514.85,515.7,295.466,295.7,437.612,437.887
2005-12-09,524.75,525.5,299.857,299.396,445.081,444.322
2005-12-12,537.5,536.5,304.636,302.936,452.213,448.954
2005-12-13,522.8,522.5,295.534,294.865,438.664,437.605
2005-12-14,513.75,509.5,290.418,287.123,427.697,423.349
2005-12-15,502.4,506.25,283.601,286.373,418.04,422.65
2005-12-16,502.5,507.0,283.818,286.279,418.925,422.676
2005-12-19,507.45,508.75,287.507,288.358,422.523,424.135
2005-12-20,505.75,502.5,286.382,285.674,422.338,422.482
2005-12-21,494.5,489.0,282.249,280.47,415.896,413.881
2005-12-22,494.75,500.0,284.748,286.977,418.322,420.698
2005-12-23,503.6,,289.858,,424.013,
2005-12-28,509.15,518.0,292.952,299.595,427.498,434.746
2005-12-29,517.0,513.0,300.581,298.204,436.287,433.533
2005-12-30,513.0,,297.426,,433.314,
2006-01-03,520.75,530.0,300.803,305.74,437.973,443.515
2006-01-04,534.35,529.5,304.386,300.921,442.893,438.11
2006-01-05,531.6,524.75,303.511,298.833,439.339,434.036
2006-01-06,529.5,535.25,301.795,302.572,437.965,440.173
2006-01-09,541.0,541.5,306.082,306.625,447.551,448.076
2006-01-10,545.25,543.5,308.138,307.496,450.508,450.104
2006-01-11,542.25,544.4,309.186,309.529,449.515,449.992
2006-01-12,547.5,542.5,309.095,308.326,450.691,451.444
2006-01-13,547.25,548.25,309.688,309.781,453.51,454.489
2006-01-16,559.4,561.75,315.867,318.2,460.601,463.758
2006-01-17,558.05,553.25,316.534,314.347,460.818,458.862
2006-01-18,544.75,545.0,308.064,308.782,449.204,450.227
2006-01-19,547.7,554.75,311.6,315.917,453.131,459.23
2006-01-20,559.25,567.25,317.9,321.152,462.879,468.802
2006-01-23,558.5,554.5,313.359,310.731,454.99,451.621
2006-01-24,556.65,557.25,312.024,312.01,453.372,453.971
2006-01-25,562.25,561.75,313.756,314.09,456.631,457.824
2006-01-26,562.25,556.5,314.898,311.242,458.83,454.137
2006-01-27,559.75,561.75,314.378,315.147,458.286,460.526
2006-01-30,560.3,565.0,317.361,319.353,463.518,467.174
2006-01-31,569.8,568.75,321.231,320.82,470.792,469.111
2006-02-01,567.2,568.25,319.01,319.601,467.601,469.318
2006-02-02,571.85,572.15,322.078,322.247,473.699,474.144
2006-02-03,571.85,569.0,321.988,322.562,473.582,474.167
2006-02-06,570.0,569.75,324.694,325.571,475.0,475.982
2006-02-07,568.25,558.7,324.807,320.245,473.937,466.555
2006-02-08,548.65,548.75,314.647,315.102,458.239,459.013
2006-02-09,559.0,560.25,320.951,322.112,466.611,468.515
2006-02-10,558.75,557.0,319.834,317.198,466.597,463.78
2006-02-13,546.6,549.3,314.409,315.363,459.907,461.597
2006-02-14,540.5,539.7,311.097,311.875,454.011,454.293
2006-02-15,544.3,540.5,313.212,309.653,457.011,453.364
2006-02-16,540.65,538.75,311.722,310.608,455.284,453.57
2006-02-17,545.75,551.7,314.046,317.251,459.386,463.224
2006-02-20,556.0,554.5,318.807,317.947,465.467,464.211
2006-02-21,553.4,554.0,317.226,317.752,464.34,465.546
2006-02-22,551.75,553.0,317.189,317.944,464.632,465.488
2006-02-23,552.5,551.2,315.444,314.971,462.808,462.416
2006-02-24,550.75,554.15,314.948,316.838,462.737,465.555
2006-02-27,556.1,553.25,319.598,317.96,469.085,467.272
2006-02-28,556.5,556.0,318.692,318.078,468.237,467.345
2006-03-01,562.6,564.25,320.333,321.29,471.11,472.057
2006-03-02,563.75,563.75,322.53,322.272,472.39,469.987
2006-03-03,568.6,565.0,324.395,322.029,472.73,469.854
2006-03-06,568.0,565.25,323.518,322.539,471.565,469.867
2006-03-07,555.25,553.0,319.716,318.732,465.853,464.901
2006-03-08,548.6,544.75,315.559,313.706,459.926,457.082
2006-03-09,547.25,550.1,314.602,316.153,458.525,461.571
2006-03-10,545.4,535.0,313.809,310.289,457.55,449.996
2006-03-13,545.25,543.5,315.831,314.58,457.233,455.765
2006-03-14,545.25,545.8,314.084,313.138,455.971,454.833
2006-03-15,551.25,556.5,315.993,318.364,458.306,461.634
2006-03-16,553.25,552.75,316.541,314.957,457.988,454.639
2006-03-17,555.5,552.75,316.38,315.461,456.001,454.751
2006-03-20,554.25,555.75,315.452,316.847,454.863,456.768
2006-03-21,553.0,547.5,316.452,313.394,455.707,452.292
